property_id,zipcode_freq,property_max_guests,property_bathrooms,property_bedrooms,property_beds,host_id_freq,host_for_x_months,host_response_rate,host_nr_listings,booking_price_covers,booking_min_nights,booking_max_nights,booking_availability_30,booking_availability_60,booking_availability_90,booking_availability_365,booking_cancel_policy,reviews_num,reviews_rating,reviews_acc,reviews_cleanliness,reviews_checkin,reviews_communication,reviews_location,reviews_value,reviews_per_month,target,property_type_Bed & Breakfast,property_type_Condominium,property_type_House,property_type_Loft,property_type_Townhouse,property_type_infrequent_sklearn,property_room_type_Private room,property_room_type_Shared room,brussels,antwerp,host_near_property,extra_score,host_verified_score,amenities_score,last_updated_in_months
2899,0.0988452655889145,2,1.5,1.0,1.0,0.0003079291762894,27,100.0,2.0,2,2,1125,0,0,0,0,3,5,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.64,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,11.0,4
2900,0.0988452655889145,2,1.0,1.0,1.0,0.0003079291762894,27,100.0,2.0,1,2,1125,0,0,0,0,4,1,80.0,8.0,6.0,8.0,8.0,8.0,6.0,0.23,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,12.0,4
2901,0.1485758275596612,4,1.0,1.0,2.0,0.0001539645881447,27,89.0,1.0,1,1,3,26,56,86,86,4,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.63,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,9.0,0
2902,0.2246343341031562,2,2.0,1.0,1.0,0.0001539645881447,27,0.0,2.0,1,2,1125,0,0,0,0,3,23,86.0,9.0,9.0,9.0,10.0,9.0,9.0,1.29,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,20.0,3
2903,0.2246343341031562,4,1.0,0.0,2.0,0.007852193995381,59,96.0,93.0,2,1,1125,0,0,0,35,3,3,100.0,9.0,10.0,9.0,9.0,10.0,10.0,0.51,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2904,0.2246343341031562,4,1.0,0.0,2.0,0.007852193995381,59,96.0,93.0,2,2,1125,16,43,62,335,3,3,100.0,10.0,10.0,10.0,8.0,9.0,9.0,0.47,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2905,0.2246343341031562,4,1.0,0.0,2.0,0.007852193995381,59,96.0,93.0,2,2,1125,18,36,66,339,3,4,80.0,10.0,10.0,9.0,8.0,9.0,9.0,0.34,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2907,0.2246343341031562,6,2.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,1,4,21,296,3,13,97.0,10.0,10.0,10.0,9.0,10.0,10.0,0.98,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2908,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,11,37,66,325,3,7,91.0,9.0,10.0,9.0,9.0,9.0,9.0,0.61,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2909,0.2246343341031562,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,1,1125,4,10,40,314,3,3,93.0,9.0,9.0,10.0,9.0,9.0,9.0,0.24,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,16.0,0
2910,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,13,27,51,321,3,7,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0.79,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2911,0.2246343341031562,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,1,1125,16,36,64,339,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2912,0.2246343341031562,6,2.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,7,24,43,312,3,4,95.0,10.0,10.0,10.0,9.0,10.0,9.0,0.38,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2913,0.2246343341031562,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,1,1125,7,20,50,323,3,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.25,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2915,0.2246343341031562,6,2.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,6,17,27,262,3,11,91.0,10.0,10.0,9.0,9.0,10.0,9.0,1.05,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2916,0.2246343341031562,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,1,1125,5,23,37,300,3,2,90.0,6.0,10.0,8.0,10.0,9.0,8.0,0.19,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2917,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,7,17,31,267,3,12,92.0,9.0,9.0,9.0,9.0,9.0,9.0,1.04,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2918,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,3,15,28,278,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2919,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,6,17,23,274,3,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.68,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,16.0,0
2921,0.2246343341031562,2,1.0,0.0,1.0,0.007852193995381,59,96.0,93.0,2,2,1125,3,22,35,306,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2922,0.2246343341031562,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,2,1125,4,23,27,285,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2923,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,2,1125,0,0,0,129,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,16.0,0
2924,0.2246343341031562,2,1.0,0.0,1.0,0.007852193995381,59,96.0,93.0,2,2,1125,0,0,0,129,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,16.0,0
2925,0.2246343341031562,2,1.0,1.0,1.0,0.007852193995381,59,96.0,93.0,1,1,1125,5,5,5,135,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,22.0,0
2926,0.2246343341031562,4,1.0,2.0,2.0,0.007852193995381,59,96.0,93.0,1,1,1125,17,39,69,222,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,22.0,0
2927,0.2246343341031562,4,2.0,2.0,1.0,0.007852193995381,59,96.0,93.0,1,1,1125,21,47,77,352,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,18.0,0
2928,0.2246343341031562,2,1.0,1.0,1.0,0.007852193995381,59,96.0,93.0,1,1,1125,19,44,74,349,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,23.0,0
2929,0.2246343341031562,2,1.0,1.0,1.0,0.007852193995381,59,96.0,93.0,1,1,1125,20,25,52,327,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,23.0,0
2930,0.2246343341031562,6,1.0,2.0,2.0,0.007852193995381,59,96.0,93.0,4,2,1125,13,30,49,319,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,21.0,0
2931,0.1485758275596612,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,99,14,38,62,319,3,26,88.0,9.0,9.0,9.0,9.0,9.0,9.0,0.86,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2932,0.2246343341031562,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,1,99,9,29,49,313,3,21,86.0,10.0,9.0,9.0,8.0,10.0,9.0,0.61,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,18.0,0
2936,0.0700538876058506,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,1,1125,8,20,40,300,3,2,90.0,10.0,10.0,9.0,9.0,10.0,10.0,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,14.0,0
2937,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,6,14,23,267,3,10,78.0,9.0,9.0,9.0,8.0,9.0,8.0,0.65,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2939,0.2246343341031562,6,2.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,4,17,23,270,3,13,89.0,9.0,10.0,9.0,9.0,10.0,9.0,0.73,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2940,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,6,12,24,274,3,6,93.0,9.0,9.0,10.0,10.0,10.0,10.0,0.32,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2941,0.2246343341031562,6,2.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,5,15,24,272,3,60,87.0,10.0,10.0,9.0,8.0,10.0,9.0,2.96,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2942,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,4,12,20,273,3,25,88.0,9.0,9.0,9.0,9.0,10.0,9.0,1.35,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2945,0.2246343341031562,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,1,1125,23,41,71,332,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,15.0,0
2946,0.2246343341031562,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,1,330,6,22,40,308,3,13,87.0,9.0,10.0,9.0,9.0,9.0,9.0,0.25,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2947,0.2246343341031562,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,1,90,0,0,0,0,3,25,86.0,9.0,9.0,8.0,8.0,10.0,9.0,0.49,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2948,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,14,30,40,295,3,20,88.0,9.0,9.0,9.0,9.0,9.0,9.0,0.41,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,16.0,0
2949,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,11,25,32,274,3,20,89.0,10.0,9.0,9.0,9.0,10.0,9.0,1.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,17.0,0
2950,0.2246343341031562,6,1.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,5,12,28,278,3,14,91.0,9.0,10.0,9.0,9.0,10.0,8.0,0.84,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2951,0.2246343341031562,6,2.0,2.0,3.0,0.007852193995381,59,96.0,93.0,4,1,1125,9,21,32,304,3,6,93.0,10.0,9.0,10.0,9.0,9.0,9.0,0.43,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2952,0.2246343341031562,4,1.0,1.0,2.0,0.007852193995381,59,96.0,93.0,2,1,1125,10,26,42,311,3,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,14.0,0
2954,0.0409545804464973,2,1.0,1.0,1.0,0.0001539645881447,27,100.0,2.0,1,4,20,0,18,48,67,2,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,13.0,0
2955,0.0391070053887605,2,1.0,1.0,1.0,0.0001539645881447,59,100.0,1.0,1,2,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,16.0,13
2956,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,27,100.0,1.0,1,1,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,9.0,22
2957,0.0560431100846805,5,2.0,3.0,4.0,0.0001539645881447,27,100.0,1.0,4,1,7,14,25,39,179,4,27,89.0,9.0,8.0,10.0,10.0,9.0,9.0,1.03,95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,16.0,1
2958,0.0988452655889145,2,1.0,2.0,1.0,0.0001539645881447,27,90.0,1.0,2,1,7,25,51,81,352,2,42,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.6,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,11.0,0
2959,0.1485758275596612,5,1.0,0.0,3.0,0.0003079291762894,27,100.0,2.0,2,1,365,12,36,58,333,3,104,91.0,9.0,10.0,10.0,9.0,9.0,9.0,3.97,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,16.0,7
2960,0.1485758275596612,5,1.0,1.0,3.0,0.0003079291762894,27,100.0,2.0,2,1,1125,10,31,55,330,3,137,93.0,10.0,10.0,10.0,10.0,10.0,9.0,5.38,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,20.0,1
2961,0.0391070053887605,2,1.0,1.0,2.0,0.0001539645881447,27,100.0,1.0,2,1,1125,29,59,89,179,2,22,94.0,10.0,10.0,10.0,10.0,9.0,9.0,2.87,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,9.0,4
2962,0.1485758275596612,4,1.0,2.0,2.0,0.0001539645881447,27,100.0,1.0,4,2,1125,3,3,26,27,2,19,92.0,10.0,9.0,10.0,10.0,10.0,10.0,0.71,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,13.0,0
2963,0.1485758275596612,2,2.0,1.0,1.0,0.0001539645881447,79,100.0,1.0,1,2,1125,0,0,0,0,2,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.07,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,12.0,16
2964,0.1485758275596612,2,1.0,1.0,1.0,0.0003079291762894,27,100.0,2.0,1,10,1125,0,0,0,0,3,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,12.0,0
2965,0.2246343341031562,3,1.0,0.0,2.0,0.0003079291762894,27,100.0,2.0,2,1,1125,0,0,7,8,3,12,83.0,9.0,9.0,10.0,10.0,10.0,9.0,1.53,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,10.0,0
2966,0.048960739030023,2,1.5,1.0,1.0,0.0001539645881447,27,100.0,1.0,1,1,1125,0,0,0,0,4,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.04,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,14.0,27
2967,0.0700538876058506,2,1.0,1.0,1.0,0.0001539645881447,59,100.0,1.0,1,2,60,0,0,0,0,3,5,100.0,9.0,10.0,10.0,10.0,9.0,10.0,0.15,120,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,6.0,21
2968,0.0135488837567359,5,1.0,2.0,5.0,0.0001539645881447,27,100.0,1.0,1,2,1125,15,39,69,328,2,43,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.67,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,19.0,0
2969,0.2246343341031562,2,1.0,1.0,1.0,0.0001539645881447,59,100.0,1.0,2,2,10,2,8,24,25,3,36,99.0,10.0,10.0,10.0,10.0,10.0,10.0,7.2,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,19.0,0
2970,0.0560431100846805,2,1.0,1.0,1.0,0.0001539645881447,59,100.0,1.0,1,2,30,2,2,2,2,3,14,99.0,10.0,10.0,10.0,10.0,9.0,9.0,0.24,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,11.0,0
2971,0.042802155504234,2,1.0,1.0,1.0,0.0001539645881447,27,100.0,1.0,1,1,1125,19,49,79,79,2,24,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2.66,155,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,6.0,17.0,0
2972,0.0391070053887605,2,1.0,1.0,1.0,0.0003079291762894,27,100.0,2.0,1,1,1125,29,57,87,362,2,38,91.0,9.0,9.0,9.0,10.0,9.0,9.0,1.54,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,20.0,0
2973,0.0391070053887605,4,1.0,2.0,2.0,0.0003079291762894,27,100.0,2.0,1,2,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,12.0,4
2974,0.0210931485758275,3,1.0,1.0,2.0,0.0001539645881447,27,100.0,1.0,2,3,30,0,0,0,0,4,34,92.0,10.0,10.0,10.0,10.0,9.0,10.0,1.49,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,13.0,2
2975,0.2246343341031562,2,1.0,1.0,1.0,0.0001539645881447,27,100.0,1.0,1,1,1125,6,31,46,136,3,69,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.86,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,11.0,0
2976,0.0132409545804464,3,1.5,2.0,2.0,0.0001539645881447,27,86.0,1.0,1,2,1125,9,30,60,335,2,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.39,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,15.0,3
2977,0.0409545804464973,1,1.0,1.0,1.0,0.0003079291762894,27,100.0,2.0,1,1,1125,9,30,48,321,2,156,91.0,9.0,9.0,9.0,9.0,9.0,9.0,6.27,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1
2978,0.0409545804464973,2,1.0,1.0,1.0,0.0003079291762894,27,100.0,2.0,2,1,1125,20,48,78,353,2,89,86.0,9.0,9.0,9.0,9.0,8.0,9.0,3.73,22,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0,1
2979,0.1485758275596612,4,2.0,2.0,2.0,0.0001539645881447,27,100.0,1.0,1,1,15,13,39,69,159,4,7,87.0,10.0,9.0,9.0,9.0,9.0,9.0,2.8,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,15.0,0
2980,0.0284834488067744,2,1.0,1.0,1.0,0.0001539645881447,59,100.0,1.0,1,1,1125,0,0,0,0,3,2,80.0,9.0,5.0,10.0,10.0,7.0,8.0,0.09,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,6.0,17
2981,0.0988452655889145,2,1.0,1.0,1.0,0.0001539645881447,27,100.0,1.0,1,3,1125,14,14,14,14,3,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.55,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,9.0,0
2982,0.0560431100846805,2,1.0,1.0,1.0,0.0001539645881447,27,100.0,1.0,1,1,1125,0,0,8,145,4,11,98.0,9.0,10.0,9.0,10.0,9.0,10.0,1.4,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,14.0,0
2983,0.0409545804464973,2,1.5,1.0,1.0,0.0001539645881447,59,100.0,1.0,1,3,1125,0,0,0,0,2,10,94.0,10.0,9.0,10.0,9.0,9.0,10.0,0.45,115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,9.0,8
2984,0.0988452655889145,6,1.0,3.0,4.0,0.0001539645881447,59,60.0,1.0,3,5,24,0,0,21,270,3,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.14,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,14.0,2
2985,0.024172440338722,2,1.5,1.0,1.0,0.0001539645881447,79,100.0,1.0,1,1,1125,23,38,38,38,3,238,96.0,10.0,10.0,10.0,10.0,9.0,9.0,3.13,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,23.0,0
2986,0.0700538876058506,2,1.5,1.0,1.0,0.0001539645881447,27,100.0,1.0,1,2,1125,30,60,90,365,4,3,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0.26,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,14.0,0
2987,0.1485758275596612,2,1.0,1.0,1.0,0.0001539645881447,27,100.0,1.0,1,2,1125,0,0,0,0,3,24,93.0,10.0,9.0,10.0,10.0,10.0,10.0,0.91,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,22.0,2
2988,0.0101616628175519,4,1.0,3.0,3.0,0.0001539645881447,27,100.0,1.0,1,1,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,13.0,5
2989,0.0170900692840646,2,1.0,1.0,1.0,0.0001539645881447,59,90.0,2.0,2,2,1125,0,0,27,27,4,10,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1.7,50,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,13.0,0
2990,0.042802155504234,2,1.0,1.0,1.0,0.0001539645881447,59,100.0,1.0,2,3,30,29,59,89,364,2,12,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0.21,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,8.0,0
2991,0.0988452655889145,4,1.0,2.0,3.0,0.0001539645881447,59,100.0,1.0,1,1,1125,0,12,39,81,3,3,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,16.0,0
2992,0.042802155504234,4,1.0,1.0,2.0,0.0003079291762894,27,100.0,2.0,1,2,7,30,60,90,181,4,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.16,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,14.0,6
2993,0.042802155504234,2,1.0,1.0,1.0,0.0003079291762894,27,100.0,2.0,1,2,10,30,60,90,365,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,14.0,6
2994,0.0988452655889145,2,1.0,0.0,1.0,0.0001539645881447,27,100.0,1.0,1,2,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,7.0,10
2995,0.0157043879907621,4,1.0,2.0,4.0,0.0001539645881447,27,100.0,1.0,1,1,1125,0,0,0,0,4,3,90.0,10.0,9.0,10.0,10.0,10.0,10.0,0.14,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,14.0,25
2996,0.0284834488067744,4,1.0,2.0,3.0,0.0001539645881447,59,100.0,1.0,1,1,1125,0,0,0,0,4,0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,18.0,21
