property_id,property_name,property_summary,property_space,property_desc,property_neighborhood,property_notes,property_transit,property_access,property_interaction,property_rules,property_zipcode,property_lat,property_lon,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,property_beds,property_bed_type,property_amenities,property_scraped_at,property_last_updated,host_id,host_since,host_location,host_about,host_response_time,host_response_rate,host_nr_listings,host_nr_listings_total,host_verified,booking_price_covers,booking_min_nights,booking_max_nights,booking_availability_30,booking_availability_60,booking_availability_90,booking_availability_365,booking_cancel_policy,reviews_num,reviews_first,reviews_last,reviews_rating,reviews_acc,reviews_cleanliness,reviews_checkin,reviews_communication,reviews_location,reviews_value,reviews_per_month,extra,target
5941,Bedroom with en-suite bathroom,Very light 2-person bedroom with completely new en-suite bathroom.,,"Very light 2-person bedroom with completely new en-suite bathroom. -Free parking 400m -Trainstation Antwerp-Berchem 1000m -Tram & Velo station 400m -Antwerp Airport 3.5km -Pick-up Brussels Airport possible A perfect way to discover Antwerp is by Velo, that's our red city bike. You can find stations all over the city, it's an easy, cheap and active way to get around.",,,"-Free parking 400m -Trainstation Antwerp-Berchem 1000m -Tram & Velo station 400m -Antwerp Airport 3.5km -Pick-up Brussels Airport possible A perfect way to discover Antwerp is by Velo, that's our red city bike. You can find stations all over the city, it's an easy, cheap and active way to get around.",,,- Always lock the front door when you leave or enter. - Turn off the lights when you leave. - Open the bathroom window after showering for ventilation. - Don't flush anything down the toilet except toilet paper. - Please keep the noise down after 22:00. - Enjoy your stay and let us know if we can help with anything !,2600,51.194127293381136,4.422462277276806,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"Wireless Internet, Heating, First aid kit, Essentials, Hair dryer, Iron, translation missing: en.hosting_amenity_49",2017-05-12,3 days ago,6448644,2013-05-18,"Antwerp, Flanders, Belgium","We are a Belgium/Dutch couple of 29 years old, we live in Antwerp (Berchem).",within an hour,100.0,1.0,1.0,"email, phone, google, reviews, jumio",1,1,1125,21,51,81,147,flexible,1,2017-05-07,2017-05-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,"Host Has Profile Pic, Host Identity Verified, Is Location Exact, Instant Bookable",50
5948,Cosy house in a very quiet street,"Cosy house in a very quiet street. Enjoy a big room, kitchen, bathroom, livingroom and a small courtyard. The room is suitable for 2 people. My house is located in a pedestrianized street and there are a lot of places where you can go for dinner or a drink in the neighborhood. Important busstations are a few minutes walking and Central Station 10 minutes. The city center is 15 minutes walking or 5 minutes by bike. You can use free bikes during your stay.",,"Cosy house in a very quiet street. Enjoy a big room, kitchen, bathroom, livingroom and a small courtyard. The room is suitable for 2 people. My house is located in a pedestrianized street and there are a lot of places where you can go for dinner or a drink in the neighborhood. Important busstations are a few minutes walking and Central Station 10 minutes. The city center is 15 minutes walking or 5 minutes by bike. You can use free bikes during your stay.",,,,,,,2060,51.21981116744001,4.4290558883007645,Townhouse,Entire home/apt,2,1.5,1.0,1.0,Real Bed,"Wireless Internet, Kitchen, Heating, Essentials, Shampoo, Hangers, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-12,7 weeks ago,64643964,2016-03-27,BE,,within an hour,100.0,2.0,2.0,"email, phone, reviews",1,1,1125,0,0,0,0,moderate,0,,,,,,,,,,,"Host Has Profile Pic, Instant Bookable",120
5949,Private room near city center,"Enjoy a big private room, kitchen, bathroom, livingroom and a small inner courtyard. Common areas (kitchen, bathroom, livingroom and courtyard) are shared with the owner. The room is suitable for 2 people. My house is located in a quiet pedestrianized street and there are a lot of places where you can go for dinner or a drink in the neighborhood. There is easy acces to public transport. Important busstations are a few minutes walking and Central Station/town 10 minutes.",,"Enjoy a big private room, kitchen, bathroom, livingroom and a small inner courtyard. Common areas (kitchen, bathroom, livingroom and courtyard) are shared with the owner. The room is suitable for 2 people. My house is located in a quiet pedestrianized street and there are a lot of places where you can go for dinner or a drink in the neighborhood. There is easy acces to public transport. Important busstations are a few minutes walking and Central Station/town 10 minutes.",,,,,,,2060,51.22110294536256,4.429583059005603,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,"Wireless Internet, Kitchen, Heating, Essentials, Shampoo, Hangers, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-12,today,64643964,2016-03-27,BE,,within an hour,100.0,2.0,2.0,"email, phone, reviews",1,1,1125,25,55,85,175,moderate,75,2016-06-23,2017-05-12,92.0,10.0,9.0,9.0,10.0,9.0,9.0,6.94,"Host Has Profile Pic, Is Location Exact",49
5950,Self-contained apt Ground floor free Parking/INTE,"The apartment is completely renovated in a quite area with secure, private access . Close to public transport(tram 92/97, bus 60 dir. to centre /43+gare  SNCB(2 stop to Etterbeek,ULB, 3 stop to Schuman, area EU)  Easy parking and accessible garden.","The apartment located in a area with several public parks in the vicinity. Separate entrance allows maximum privacy, nice view of a nature reserve park, with a garden, facing the apartment. It consists of a Lounge, a separate bedroom, a fully equipped kitchen (cooker with four burner set of cooking staff, dishwasher) .There is a bathroom with shower, the WC is separate.Fully furnished - including cookware and dishes, towels, blankets, sheets, pillows, etc The Garden is quiet with a relaxing feel and is accessible but not available for parties to retain the peaceful character.","The apartment is completely renovated in a quite area with secure, private access . Close to public transport(tram 92/97, bus 60 dir. to centre /43+gare  SNCB(2 stop to Etterbeek,ULB, 3 stop to Schuman, area EU)  Easy parking and accessible garden. The apartment located in a area with several public parks in the vicinity. Separate entrance allows maximum privacy, nice view of a nature reserve park, with a garden, facing the apartment. It consists of a Lounge, a separate bedroom, a fully equipped kitchen (cooker with four burner set of cooking staff, dishwasher) .There is a bathroom with shower, the WC is separate.Fully furnished - including cookware and dishes, towels, blankets, sheets, pillows, etc The Garden is quiet with a relaxing feel and is accessible but not available for parties to retain the peaceful character. Public conveniences within 5-8 min walking distance: 4 super markets, include 2 bio supermarkets, 2 bakeries,  12 Restaurants and bars. 2 fast-food outlets ( Pizza-Hut","Belle vue sur une réserve naturelle, présence d'un jardin. A proximité de plusieurs parcs. Parking facile et sécurisé.  A 5-8 min de commerces (4 supermarchés dont 2 bio, 2 boulangeries 12 restaurants et bars, 2 fast-foods ( Pizza-hut et Friterie Clémentine), agence de voyages, magasin d'appareils photos, vendeur de journaux, opticien)","Peaceful area, friendly and efficient service. We like you to be happy and satisfied. This is our number one priority","Transports en commun à proximité (tram 92/97, bus 60/43 + gare SNCB (2 arrêts de la gare d'Etterbeek, ULB, 3 arrêts de Schuman, quartier Européen)","Public conveniences within 5-8 min walking distance: 4 super markets, include 2 bio supermarkets, 2 bakeries,  12 Restaurants and bars. 2 fast-food outlets ( Pizza-Hut and French fries ) Travel agency, Photographic and printing shop. Optician.  Close to Public transport, ( tram 92/97, bus 60 dir. to center/43 + SNCB ( 2 stop to Etterbeek, ULB VUB, 3 stop to Schuman, area of EU )","For long term rent: change the towels  each 3 days, change bed linings each week.","Veuillez à respecter le calme après 22h afin de ne pas déranger le voisinage.  Pas d'organisation de fêtes dans le jardin.  Pour les voyageurs de longue durée : veuillez sortir vos poubelles à temps, dans les délais prescrits par la commune.",1180,50.79483177599929,4.36145740412072,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"TV, Cable TV, Internet, Wireless Internet, Wheelchair accessible, Kitchen, Free parking on premises, Gym, Buzzer/wireless intercom, Heating, Family/kid friendly, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50, Private entrance",2017-05-08,2 weeks ago,64649502,2016-03-27,"Brussels, Brussels, Belgium","Amatrice de voyages, photographie et de cuisine à travers le monde. Toujours à la recherche de la rencontre avec l'autre, je serai heureuse de vous rencontrer et de pouvoir vous aider et répondre à vos questions.   love traveling, photograph, cooking and enjoy whole delicious in the world.  Pleasure to meet people, exchange the idea, learn different culture. Would like to meet you, if I can make my effort to easy your trip, that will be my pleasure.  酷爱旅行摄影和美食, 深切理解旅行中所需。愿意结交您,了解不同文化,获得更多心得。",within an hour,100.0,1.0,1.0,"email, phone, reviews, jumio, government_id",1,1,1125,6,26,50,325,moderate,32,2016-05-01,2017-04-20,91.0,9.0,10.0,10.0,10.0,9.0,9.0,2.57,"Host Has Profile Pic, Host Identity Verified, Is Location Exact",90
5954,Super Comfy// ONLY MEN,"Easy access to city center, supermarkets, banks etc. 20 minutes to city center 20 min to airport",,"Easy access to city center, supermarkets, banks etc. 20 minutes to city center 20 min to airport",,,,,,Shared room = 2 persons Private room = 1 person,1140,50.87870356059336,4.403431205538937,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"Internet, Wireless Internet, Kitchen, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-09,yesterday,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,1,3000,20,50,77,79,flexible,18,2016-08-26,2017-05-01,87.0,9.0,8.0,9.0,9.0,9.0,9.0,2.1,Host Has Profile Pic,30
5955,Comfy and Cosy// Only Men,I propose you a cosy and comfy single bed in the livingroom...Its in shared room category. Perfect for adventurous people / students or people with small budget.,Good for one or several nights. Ideal for.students or backpackers,"I propose you a cosy and comfy single bed in the livingroom...Its in shared room category. Perfect for adventurous people / students or people with small budget. Good for one or several nights. Ideal for.students or backpackers You have (URL HIDDEN) the kitchen, fridge. Internet free When I am not working I like to talk with my guests Its very well situated place in a calm residential area Next to the publics transports.  Easy access to city center and airport too. Several tram and bus Good place to meet other travellers",Its very well situated place in a calm residential area,Good place to meet other travellers,Next to the publics transports.  Easy access to city center and airport too. Several tram and bus,"You have (URL HIDDEN) the kitchen, fridge. Internet free",When I am not working I like to talk with my guests,Be clean and respect other guedts please.,1140,50.878914242988365,4.401742530684129,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"TV, Internet, Wireless Internet, Buzzer/wireless intercom, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-09,4 days ago,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,1,606,4,34,50,52,flexible,28,2016-10-12,2017-03-04,89.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,Host Has Profile Pic,45
5956,Comfy and Calm//Only Men,Easy acces to city center by public transports,,Easy acces to city center by public transports,,,,,,,1140,50.87765922978044,4.402141553814385,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"TV, Internet, Wireless Internet, Buzzer/wireless intercom, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-09,4 days ago,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,1,3000,6,36,63,65,flexible,8,2016-11-26,2017-05-01,90.0,10.0,9.0,9.0,10.0,9.0,10.0,1.45,Host Has Profile Pic,75
5957,Dunia// ONLY WOMAN,Bed in the livingroom,,Bed in the livingroom,,,,,,,1140,50.87903139202341,4.401728470414081,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet, Kitchen, Buzzer/wireless intercom, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-09,yesterday,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,1,2888,30,60,87,349,flexible,6,2017-01-20,2017-04-30,87.0,9.0,9.0,9.0,9.0,9.0,9.0,1.64,"Host Has Profile Pic, Instant Bookable",120
5958,Simple and calm,Comfortable Bed in a shared room in a calm and cosy appartment with a good internet connection.,Very well located appartment  10 min from city center 10 min from the airport  10 min from the EU institutions,Comfortable Bed in a shared room in a calm and cosy appartment with a good internet connection. Very well located appartment  10 min from city center 10 min from the airport  10 min from the EU institutions,,,,,,,1140,50.87767389183295,4.401904713247655,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"TV, Wireless Internet, Kitchen, Buzzer/wireless intercom, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-09,4 days ago,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,3,3000,29,59,86,348,flexible,2,2016-12-13,2017-04-16,80.0,9.0,9.0,10.0,10.0,8.0,8.0,0.41,Host Has Profile Pic,65
5959,LOUİSE 77 Only Men,"Very well located Cosy and Comfortable place. No smoking - No pets - No disturbances - No visitors. Guests assume sole liability during use of the premises. Please be kind to the apartment, it will love you back ☺",,"Very well located Cosy and Comfortable place. No smoking - No pets - No disturbances - No visitors. Guests assume sole liability during use of the premises. Please be kind to the apartment, it will love you back ☺",,,,,,,1140,50.879313865018375,4.402165843623098,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"Internet, Wireless Internet, Kitchen, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-09,5 days ago,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,1,300000,0,0,0,0,flexible,14,2016-11-23,2017-04-24,81.0,9.0,8.0,9.0,9.0,8.0,8.0,2.5,"Host Has Profile Pic, Is Location Exact",73
5960,Simple and comfortable,"You have access to the fridge and to the kitchen + wifi 10 min from the city center, airport and EU institutions Washmachine only for long term stay",,"You have access to the fridge and to the kitchen + wifi 10 min from the city center, airport and EU institutions Washmachine only for long term stay",,,,,,,1140,50.87752887071093,4.402097270095562,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"Internet, Wireless Internet, Kitchen, Heating, Washer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-09,4 days ago,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,1,30000,29,59,86,348,flexible,0,,,,,,,,,,,Host Has Profile Pic,63
5961,LISA// ONLY WOMAN,"For a restful sleep in a calm and clean place. No smoking - No pets - No disturbances - No visitors. Guests assume sole liability during use of the premises. Please be kind to the apartment, it will love you back ☺",Very well located and renovated appartment,"For a restful sleep in a calm and clean place. No smoking - No pets - No disturbances - No visitors. Guests assume sole liability during use of the premises. Please be kind to the apartment, it will love you back ☺ Very well located and renovated appartment",,,,,,,1140,50.87738670722744,4.403287632420497,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"Internet, Wireless Internet, Kitchen, Heating, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-09,yesterday,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,1,3000,17,47,74,76,flexible,11,2016-11-27,2017-05-04,90.0,9.0,8.0,10.0,10.0,8.0,9.0,2.01,"Host Has Profile Pic, Instant Bookable",78
5962,HUGE BED //Only Women,ATTENTİON: You dont share the bed KİNG BED ONLY FOR YOU  Shared room = 2 women in a room Locked door 15 min to city center 15 min to airport 15 min to EU institutions,ONLY WOMEN,"ATTENTİON: You dont share the bed KİNG BED ONLY FOR YOU  Shared room = 2 women in a room Locked door 15 min to city center 15 min to airport 15 min to EU institutions ONLY WOMEN Fridge, kitchen, 24 hours entrance A lot of supermarkets, banks, public transports. Very calm place. Many transports","A lot of supermarkets, banks, public transports. Very calm place.",,Many transports,"Fridge, kitchen, 24 hours entrance",,,1140,50.877867443074926,4.403348245797545,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet, Kitchen, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-09,yesterday,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,3,300,15,45,72,150,flexible,3,2016-12-30,2017-03-31,60.0,7.0,7.0,9.0,9.0,7.0,6.0,0.69,Host Has Profile Pic,30
5964,Comfy Single Bed,Calm,,Calm,,,,,,,1140,50.87933590928197,4.403285903753084,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"Internet, Wireless Internet, Kitchen, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-08,4 days ago,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,1,2222,28,58,88,363,flexible,0,,,,,,,,,,,Host Has Profile Pic,160
5965,MEGAN,Calm and.close to public.transport Shared room =2 persons in a room 100 m2 appartment Only nice and polite guests,,"Calm and.close to public.transport Shared room =2 persons in a room 100 m2 appartment Only nice and polite guests Calm and nice area Next Nato and public transports, supermarkets, banks etc 100 meter from public transports Direct tramway to city center -15 min Direct bus to airport -15 min No smoke, no alcohol, no disturbances, no pets, no visitors","Calm and nice area Next Nato and public transports, supermarkets, banks etc","No smoke, no alcohol, no disturbances, no pets, no visitors",100 meter from public transports Direct tramway to city center -15 min Direct bus to airport -15 min,,,,1140,50.877341632286296,4.401441528012047,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,"Wireless Internet, Kitchen, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",2017-05-08,4 days ago,64870905,2016-03-29,"Brussels, Brussels, Belgium","Hellowww :)   I am putting at your disposal ""private"" and ""shared"" room by the cheapest way.  Thankful and grateful people will be welcome.   Frustrated, unsocial, unclean, unrespectful people...Your reservation can be cancelled at any moment.   Brussels is the capital of Europe, everything is quite expensive.    I like to meet responsible, bright, clean, respectful and calm people.   I live in a very well located beautiful residential area close to NATO, airport and city center.    İf you are on my profile most probably its because you find the good deal for your stay in Brussels.  - I am Born in Brussels + big traveller    - My mother language is French but I speak quite well English too.   - I put my place at your disposal. İts not a hotel. Than please be kind and talk to me :)  -  I am working during the day but enough well organized to host you in a flexible way.   -MESSAGE FOR WOMEN:  - I have safe place only for women  MESSAGE FOR MEN:  >>İts not a dating site and place. Bad behaviour = cancelation of your reservation Shared room = 2 persons by room Private room= 1 person by room - İts locked  Looking forward to meeting you :)  Alix",within an hour,100.0,16.0,16.0,"email, phone, reviews",1,3,1000,28,58,86,91,flexible,3,2017-02-26,2017-04-27,87.0,9.0,8.0,9.0,9.0,8.0,10.0,1.23,Host Has Profile Pic,45
